anomes_abt,id_cliente,nome,idade,tempo_de_conta_em_anos,segmento,att_vinculo_empregaticio,vinculo_empregaticio,salario_estimado,saldo_em_conta,reng_ult_3_meses,contato_ult_3meses,qtd_contratos_em_atraso,saldo_em_atraso,combo_produtos_em_atraso,maior_atraso,renegociou_no_mes_seguinte
202304,733281747,Matteo Barros,47,29,IP,0,Empregado,26267.048487385404,2778.856935690213,1,1,3,32587.02757050513,"CARTAO, IMOBILIARIO, VEICULO",9,1
202303,183708968,Bruno da Rocha,19,1,IU,0,Autônomo,14914.62855890068,2967.0031920649453,1,1,3,8197.455108016637,"VEICULO, CARTAO, IMOBILIARIO",15,0
202305,601773279,Dr. Leonardo Moraes,26,8,IU,0,Empregado,10197.327087701766,3223.6293658627446,1,0,1,49842.12893497977,"IMOBILIARIO, VEICULO, CARTAO",109,0
202306,531480952,Ana Carolina Mendes,30,12,IU,1,Empregado,15132.292105343622,2784.523958827189,0,1,5,9415.239533091892,IMOBILIARIO,30,0
202302,954932308,Maria Alice Leão,51,33,IU,0,Desempregado,0.0,427.0363809451692,0,0,4,15084.820521819123,"VEICULO, CARTAO, IMOBILIARIO",69,0
202301,364239159,Valentina Costela,43,26,IP,0,Empregado,22476.93737958682,6559.1732105330775,0,1,4,3719.292483268988,"IMOBILIARIO, CARTAO",84,1
202301,725986466,Sra. Ana Júlia Brito,25,7,IA,0,Empregado,4805.992810652448,542.5866208529922,0,1,4,34829.89905722699,"VEICULO, IMOBILIARIO",46,1
202306,718916987,Yasmin Viana,67,48,IU,0,Empregado,,,0,0,5,15188.795944009216,"CARTAO, VEICULO",116,0
202305,738262346,Maria Fernanda Araújo,52,33,IA,0,Empregado,7610.876645412172,1459.0281796045608,1,0,4,14296.793891379948,"CARTAO, IMOBILIARIO",29,1
202303,795398177,Lorena da Luz,45,27,IP,0,Empregado,21267.308889423635,7470.875116290271,0,0,5,40129.222106008674,IMOBILIARIO,79,0
202303,197323605,Francisco Abreu,39,21,IU,0,Desempregado,0.0,251.20090692974128,0,0,3,21926.527925552804,"VEICULO, CARTAO",16,0
202304,961710973,Luiz Felipe Vargas,32,14,IA,0,Empregado,8296.326745115628,1205.6890686441243,0,0,5,22398.047225016508,VEICULO,91,0
202302,993188052,Gael Macedo,20,2,IU,0,Desempregado,0.0,2.199102747305948,0,0,5,20363.24820231518,"CARTAO, VEICULO",57,0
202306,993682751,Eduarda Garcia,31,13,IA,0,Empregado,2989.4498179894003,474.6146912415732,1,1,4,33621.13400871711,"VEICULO, IMOBILIARIO, CARTAO",8,1
202303,622175793,Sr. Davi Lucas Aparecida,64,46,IA,0,Empregado,,,1,0,4,5288.541494010075,"CARTAO, IMOBILIARIO, VEICULO",46,1
202305,847265727,Vinicius Dias,33,15,IA,0,Desempregado,0.0,296.03491341754454,0,0,2,19000.847276683136,VEICULO,78,0
202304,983993176,Maria Liz Fogaça,23,5,IU,0,Empregado,,,0,0,5,7781.042591640368,"CARTAO, IMOBILIARIO, VEICULO",51,1
202306,990380314,Maysa Barbosa,34,16,IU,0,Empregado,10430.18426790889,1332.985843812001,0,0,5,43024.13533971141,CARTAO,40,0
202306,890261845,Thiago Rezende,69,51,IU,0,Empregado,12970.94770178248,4327.7452467712565,0,0,4,37007.71922024403,IMOBILIARIO,112,0
202302,995439936,Rodrigo Monteiro,28,10,IP,0,Desempregado,,820.8552761460742,0,1,5,8349.610474802854,"CARTAO, VEICULO",43,0
202306,795768744,Agatha Viana,39,20,IA,0,Autônomo,6786.703876550233,21470.34438132493,0,0,2,11298.790462843428,"IMOBILIARIO, CARTAO",20,1
202301,484644591,Eduardo da Costa,24,6,IA,1,Desempregado,0.0,895.1162254451765,1,0,2,2483.007400335435,"CARTAO, IMOBILIARIO, VEICULO",64,0
202301,926778447,Aurora Andrade,37,19,IP,0,Desempregado,0.0,87.62396821597629,0,1,3,16316.297913206126,IMOBILIARIO,53,0
202305,643937305,Léo Pinto,39,21,IP,0,Autônomo,27303.834407943632,8578.67405915476,0,0,5,15580.594895894748,"CARTAO, IMOBILIARIO, VEICULO",119,0
202302,710107160,Maria Júlia Vargas,50,32,IA,0,Empregado,2454.891021586174,432.225871723346,0,0,4,33294.530007569905,"IMOBILIARIO, CARTAO, VEICULO",52,0
202305,187265673,Camila Cavalcanti,33,15,IA,0,Desempregado,0.0,938.4342962707442,0,0,4,25835.063407697107,IMOBILIARIO,18,0
202304,834163355,Sra. Amanda Sousa,47,29,IA,0,Empregado,6233.673957032441,1874.1961713703329,0,0,5,45008.69867665645,"CARTAO, IMOBILIARIO",49,0
202306,820146486,Ana Sophia Marques,56,38,IA,0,Desempregado,0.0,784.641162770432,0,0,1,19801.20938326104,"IMOBILIARIO, VEICULO, CARTAO",33,0
202304,775206698,Maria Helena Jesus,51,33,IA,0,Autônomo,19287.851965522143,27114.93492682162,1,0,1,30706.522500496663,"VEICULO, IMOBILIARIO, CARTAO",34,0
202305,294269615,Antônio Guerra,51,33,IU,0,Empregado,11809.521084839873,3952.369610825948,1,1,2,16566.07632961611,"IMOBILIARIO, VEICULO, CARTAO",71,1
202304,195587527,Nina da Cruz,65,47,IU,0,Desempregado,0.0,956.4153900495552,0,0,5,6846.814354081302,"IMOBILIARIO, CARTAO",60,0
202305,987752169,Dra. Daniela Nascimento,38,20,IA,0,Empregado,2675.6376059904705,569.3473607815114,1,0,5,38302.05185507664,"VEICULO, IMOBILIARIO, CARTAO",8,0
202305,502284131,Noah Andrade,62,44,IA,0,Empregado,5738.333024166312,1526.8670115928956,0,1,1,43361.40359346932,"CARTAO, IMOBILIARIO, VEICULO",105,1
202305,806086100,Srta. Melina Melo,49,31,IA,0,Empregado,2760.012485452336,646.5276136806809,1,0,4,34704.39816853149,"IMOBILIARIO, CARTAO, VEICULO",62,0
202305,257877777,Fernanda da Cruz,56,38,IA,0,Desempregado,0.0,77.54243050255283,1,0,3,9264.620743389436,"IMOBILIARIO, VEICULO",10,1
202302,376321451,Dra. Marcela Cassiano,33,15,IA,0,Empregado,3780.974981137479,1438.520524385313,0,0,1,41670.77154574728,CARTAO,14,0
202306,663879513,Renan Guerra,27,9,IA,0,Empregado,,,0,0,2,48195.14091298638,"CARTAO, VEICULO, IMOBILIARIO",89,1
202306,692502979,Thomas Albuquerque,61,43,IA,0,Empregado,6375.571336505613,1916.911824417432,0,0,3,43124.86014387207,VEICULO,25,0
202303,701446482,Luara Garcia,28,10,IP,0,Desempregado,0.0,609.8605644120707,0,0,2,12441.955837702792,"VEICULO, CARTAO, IMOBILIARIO",38,0
202301,899592861,Davi Miguel Caldeira,24,6,IA,0,Empregado,7142.703416772633,953.7647958292366,0,0,5,36705.35787285345,"IMOBILIARIO, VEICULO, CARTAO",69,0
202303,989257792,Olívia Moraes,49,31,IU,0,Empregado,15562.69260167102,2464.173186555054,0,0,2,17889.25502970503,VEICULO,18,0
202301,936939523,Luiz Gustavo Sousa,30,12,IA,0,Empregado,3356.56468621577,1156.3631480379504,0,0,4,20148.028869275888,"CARTAO, VEICULO, IMOBILIARIO",44,1
202303,778082622,Raquel Azevedo,24,6,IP,0,Empregado,20367.59672753654,2604.8302713457188,1,0,2,15350.412741494414,"VEICULO, IMOBILIARIO",58,1
202304,225155349,Maria Cecília Almeida,35,17,IA,0,Empregado,7119.540709392329,2548.439502428521,1,0,2,22255.932877591385,IMOBILIARIO,13,1
202301,496288657,Milena Lopes,31,13,IA,0,Empregado,3416.8177738188774,392.2554934573464,0,1,5,36743.42269500792,"CARTAO, IMOBILIARIO, VEICULO",7,0
202304,937660316,Sr. Antônio da Cruz,43,25,IA,0,Empregado,8525.68427122635,3007.8723039249944,0,0,1,36601.342209292125,IMOBILIARIO,58,0
202306,956178327,Olívia Pires,18,0,IA,0,Desempregado,0.0,630.6900870335754,1,0,2,20120.602114363523,"VEICULO, CARTAO, IMOBILIARIO",19,0
202304,732712642,Letícia Peixoto,44,26,IA,0,Empregado,6890.926077559944,2429.6444512147277,0,0,5,9402.41788447846,VEICULO,68,0
202301,868926861,Srta. Maria Flor Alves,31,13,IA,0,Autônomo,8259.353538958363,16944.74904537106,1,1,1,25039.490179613957,IMOBILIARIO,29,1
202303,921938559,Gabriel Martins,65,47,IP,0,Empregado,28716.38482966296,3848.20633751064,0,0,5,14963.103097564464,"CARTAO, VEICULO",17,0
202302,635328154,Srta. Hadassa Siqueira,61,43,IU,0,Empregado,17629.772460338016,6101.898593092367,0,1,5,10725.95108194588,"IMOBILIARIO, VEICULO",26,1
202303,227455659,Ana Julia Carvalho,37,18,IU,0,Empregado,19204.12808935324,6861.971519562611,1,0,5,34751.35407381154,"CARTAO, IMOBILIARIO",100,0
202301,270743836,Oliver Andrade,72,54,IU,0,Empregado,14022.9559948068,5214.7329465013845,0,0,4,29799.35546982148,"CARTAO, IMOBILIARIO, VEICULO",5,1
202306,186426721,Luana Macedo,21,3,IA,0,Empregado,3868.133128450734,1106.798582087878,0,0,2,6132.410513984047,"VEICULO, CARTAO, IMOBILIARIO",10,1
202305,972569546,Rafaela Santos,42,24,IA,0,Empregado,9511.688907070677,1424.7237824601852,1,0,4,33119.6294052825,"CARTAO, VEICULO, IMOBILIARIO",18,0
202301,315060555,João Felipe Fogaça,60,43,IU,0,Empregado,17544.768058260608,3910.066567266837,0,0,2,9410.613080891464,VEICULO,120,0
202301,868046947,Lunna Teixeira,25,7,IA,0,Autônomo,13752.148868480495,21736.18753613802,0,0,5,48933.9386309597,"CARTAO, IMOBILIARIO, VEICULO",102,0
202301,717270900,Arthur Moreira,48,30,IP,0,Empregado,26928.443091546746,9607.568735984589,0,0,1,32551.42115771008,"CARTAO, IMOBILIARIO",62,0
202306,121388847,Davi Miguel Dias,54,36,IA,0,Empregado,4399.288041852328,536.8936724843144,0,1,1,38046.18239663381,"VEICULO, CARTAO",73,0
202306,842071325,Caroline da Cunha,21,3,IU,0,Autônomo,5520.058473420474,14542.093407429864,0,1,4,35897.553639254314,"VEICULO, CARTAO, IMOBILIARIO",50,0
202306,960070031,Luísa Correia,26,8,IP,0,Empregado,28187.28081792054,2915.2402358175004,0,0,3,1220.415946028511,"IMOBILIARIO, CARTAO",104,1
202304,469058094,Mariane Pacheco,26,8,IP,0,Empregado,23656.029815108213,2657.594838449009,0,0,2,39021.742303726685,"CARTAO, VEICULO",75,0
202303,690718757,Maria Alice Castro,44,26,IA,0,Autônomo,12555.30886964644,17873.73314757933,1,0,3,21549.506044894923,"VEICULO, IMOBILIARIO",17,0
202303,542839009,Marcela da Costa,33,15,IA,1,Empregado,3462.763972579549,583.910168712591,0,0,4,38454.670425609176,"VEICULO, IMOBILIARIO, CARTAO",110,0
202305,436709263,Benjamim Fernandes,65,47,IU,0,Empregado,15980.454742969325,3975.683182725996,0,1,4,32653.65394541133,"VEICULO, CARTAO",119,0
202305,804436922,Ana Cecília Cassiano,25,7,IU,0,Empregado,19059.93922941349,4469.302275485747,0,1,4,32718.81489799484,"VEICULO, CARTAO, IMOBILIARIO",88,0
202303,256683320,Sr. Augusto Azevedo,35,18,IU,0,Empregado,17206.529745546457,6069.111937529634,0,0,4,21986.11205467133,IMOBILIARIO,27,1
202304,216338130,Sra. Maria Fernanda Cavalcante,60,42,IU,0,Empregado,19359.99168500809,3072.8006523486856,0,0,5,22649.39645711278,"CARTAO, IMOBILIARIO",33,0
202301,543124592,Hellena Borges,65,47,IU,0,Empregado,12067.287433273785,2859.456644951283,1,1,1,22542.9243570027,"VEICULO, IMOBILIARIO, CARTAO",49,0
202303,511292349,Brenda Ferreira,26,8,IU,0,Empregado,17761.220683577787,6700.965477854966,0,0,4,12072.78144821462,"CARTAO, IMOBILIARIO",92,1
202302,536371186,Clara das Neves,35,17,IA,0,Desempregado,0.0,667.8420747920776,1,1,4,45328.089427853,"VEICULO, IMOBILIARIO",15,0
202302,835835865,Juan Sousa,25,7,IU,0,Empregado,10663.664073193531,4174.324502121173,0,1,1,43049.658517560696,"IMOBILIARIO, CARTAO, VEICULO",107,1
202305,827446620,Sra. Sophie Barros,25,8,IA,0,Empregado,2450.872661170985,319.7051693460919,0,0,4,42069.17538222741,"IMOBILIARIO, CARTAO, VEICULO",99,0
202305,375008336,Emilly Correia,25,6,IU,0,Empregado,15579.565079001128,3582.540248749485,0,0,5,29235.318563586858,IMOBILIARIO,92,0
202301,258644055,Dr. Leandro Câmara,50,32,IA,0,Empregado,7674.943914721597,1100.9537762216191,0,0,3,1627.3550333762612,"IMOBILIARIO, CARTAO, VEICULO",102,0
202304,424508535,Luiza da Luz,25,7,IA,0,Empregado,9968.812775712966,1194.1050750172155,0,0,1,40698.39193155232,"IMOBILIARIO, CARTAO, VEICULO",106,0
202301,144758304,Beatriz Cavalcanti,30,12,IA,0,Empregado,3697.3568765417754,428.91673932612,0,1,3,7963.360628565326,"CARTAO, VEICULO, IMOBILIARIO",73,1
202301,920334754,Heloísa Borges,25,8,IA,0,Empregado,2234.8249654223364,774.936330009024,0,0,5,41520.939824192734,"CARTAO, IMOBILIARIO",44,0
202303,352385708,Vitor Abreu,26,8,IA,0,Empregado,4452.329232876784,1763.77623014273,1,0,4,17426.68775237938,"IMOBILIARIO, VEICULO, CARTAO",24,1
202303,388376491,Raquel Ribeiro,31,13,IU,0,Autônomo,26423.35314389364,5155.98519383109,1,1,4,47682.36865856497,"IMOBILIARIO, VEICULO, CARTAO",68,0
202302,904836021,José Miguel da Mota,30,12,IU,0,Empregado,10863.245913294975,4081.2534050728254,0,0,5,36235.02354102773,"CARTAO, IMOBILIARIO",118,0
202303,800447749,Léo Pires,43,25,IU,1,Empregado,17325.68537928941,3982.8332472860825,0,1,5,35934.49303289718,VEICULO,101,0
202306,805761111,Maria Júlia Brito,25,7,IA,0,Empregado,7467.620627702695,1253.302654160407,1,0,3,38158.41723363154,"VEICULO, CARTAO, IMOBILIARIO",5,0
202301,195323866,Dra. Ana Luiza Melo,37,19,IA,0,Empregado,7500.943546386002,1232.774566737916,0,0,4,38718.28110613707,"CARTAO, IMOBILIARIO, VEICULO",56,0
202305,288000513,Dr. Lucas Gabriel Andrade,70,52,IU,0,Desempregado,,117.33229982382754,0,1,3,14114.57721730016,IMOBILIARIO,55,0
202303,374299517,Gael Borges,34,16,IU,0,Empregado,,,1,1,3,10112.567517349456,"VEICULO, CARTAO, IMOBILIARIO",50,1
202301,968661351,Breno Moraes,20,2,IP,0,Empregado,,,0,1,1,47523.34359097307,"IMOBILIARIO, CARTAO, VEICULO",48,1
202306,114171290,Jade Martins,29,11,IU,0,Desempregado,0.0,26.907140123828373,1,0,3,2345.972138101137,"IMOBILIARIO, CARTAO",14,1
202302,670921009,Dra. Maria Fernanda Garcia,26,8,IU,0,Desempregado,0.0,872.5583875159167,0,1,2,2270.2991072969235,"IMOBILIARIO, VEICULO",61,0
202306,190137896,Dra. Ana Sophia Cirino,31,13,IA,0,Empregado,2185.693857373682,481.41779209615214,1,0,5,44842.84735272356,"VEICULO, IMOBILIARIO, CARTAO",93,0
202305,311976815,Gabriela Peixoto,26,8,IA,0,Empregado,,,0,0,4,24153.18119811704,"IMOBILIARIO, CARTAO, VEICULO",104,0
202305,195763645,Aurora Borges,20,2,IP,0,Empregado,21351.65712132247,2679.779364400876,0,1,2,23308.35476471012,"CARTAO, IMOBILIARIO",72,1
202302,284514302,Emanuel Machado,33,14,IP,0,Empregado,21573.23446581578,7940.663340150983,0,0,5,20471.041875418865,"CARTAO, VEICULO, IMOBILIARIO",28,0
202302,567837587,Renan Fogaça,32,14,IA,0,Desempregado,0.0,601.3518068104293,0,0,2,44808.737780979376,"CARTAO, IMOBILIARIO, VEICULO",2,1
202305,938102022,Antônio Melo,54,36,IA,0,Empregado,6951.949881621527,1392.383627609977,0,1,5,25966.168844036027,"CARTAO, IMOBILIARIO",110,1
202305,648639619,Mirella Lopes,47,29,IA,0,Empregado,,,0,0,2,1831.4551976218436,"IMOBILIARIO, VEICULO, CARTAO",4,1
202305,805381009,Gabrielly Moura,44,26,IP,0,Autônomo,17987.078191723413,7546.654277222618,1,0,1,21165.023255770426,CARTAO,87,0
202302,177880216,Ana Lívia Jesus,33,15,IA,0,Desempregado,0.0,446.3593197600864,0,0,2,36251.653953453424,"CARTAO, IMOBILIARIO, VEICULO",54,0
202301,352742266,Manuela Sales,51,33,IP,0,Empregado,20593.95513787905,4181.594153018546,0,0,5,26201.386393371133,VEICULO,103,0
202304,771227301,Eloah Ramos,25,7,IU,0,Empregado,17375.116320631605,2315.957583428853,0,1,1,1175.0034958249548,"CARTAO, IMOBILIARIO",23,1
202304,639052001,Vitor Leão,26,9,IA,0,Autônomo,25407.850513385685,10581.03337117599,0,0,1,7508.226863549974,"VEICULO, CARTAO",50,0
202302,725708225,Henrique Moraes,21,3,IA,0,Autônomo,12876.242767685062,28992.74404319684,0,1,4,37516.45621570404,CARTAO,36,0
202305,135826943,Isabel Fogaça,31,12,IA,0,Empregado,3898.483391861937,1113.1144175697202,0,0,4,38806.01376091411,IMOBILIARIO,67,0
202303,791330310,Ryan Andrade,63,45,IU,0,Empregado,13626.074761970016,4597.285127145164,0,1,3,20155.353935035037,"CARTAO, IMOBILIARIO",2,1
202301,809587923,Mariana Sales,20,2,IA,0,Empregado,7975.759827014359,2852.4516158125853,0,0,3,22864.417755617047,"IMOBILIARIO, CARTAO, VEICULO",108,0
202303,469535009,Sr. Ian Albuquerque,33,15,IP,0,Desempregado,0.0,915.1361234812272,0,0,2,25129.60334786448,IMOBILIARIO,108,0
202305,138870261,João Guilherme Sá,25,7,IA,0,Empregado,4414.827876150279,856.4665060431864,0,0,1,23088.155809059277,VEICULO,75,0
202306,151640203,Otto Albuquerque,20,2,IA,0,Empregado,7806.435503060118,883.9937026360859,0,0,4,19509.118420843835,VEICULO,9,0
202306,437017894,Bianca Farias,63,45,IA,0,Desempregado,0.0,41.34505978468306,0,0,5,19323.32141645776,IMOBILIARIO,49,0
202303,365830519,Valentim Ramos,43,25,IA,0,Empregado,8223.68062097032,2828.1765596829896,0,1,1,42649.35192724812,"CARTAO, VEICULO",56,0
202303,469246963,Benício da Costa,69,51,IU,0,Desempregado,0.0,526.1693642927538,1,0,3,13731.577959809338,"CARTAO, IMOBILIARIO, VEICULO",110,0
202304,430670582,Srta. Mariane Fernandes,27,9,IU,0,Desempregado,0.0,691.1074222754105,1,0,5,34924.924919960366,"VEICULO, IMOBILIARIO, CARTAO",106,0
202306,663334583,Emanuella Carvalho,31,13,IA,0,Empregado,5404.480529676485,1060.7617540076346,0,0,5,25174.48604984953,IMOBILIARIO,116,0
202302,347961947,Liam Aragão,43,25,IA,0,Empregado,5997.755521983758,1753.370898003228,1,0,2,8584.425376717221,"IMOBILIARIO, CARTAO, VEICULO",44,1
202302,662767039,Daniel Brito,62,44,IU,0,Desempregado,0.0,681.580309166973,1,0,1,23324.08214985957,IMOBILIARIO,42,0
202304,251777961,Fernando Barbosa,32,14,IA,0,Autônomo,14412.445880573803,13070.623866271111,1,0,1,33598.42294695729,"VEICULO, IMOBILIARIO, CARTAO",19,0
202304,491591043,Dra. Emanuella da Costa,30,12,IA,0,Empregado,3430.052352230745,775.8593291825708,0,1,2,27392.912197076374,"VEICULO, IMOBILIARIO, CARTAO",17,0
202305,157656107,Cauê da Cruz,27,9,IU,0,Empregado,16659.52438102604,3412.8920835639465,1,1,3,5584.369526617547,"IMOBILIARIO, CARTAO",12,1
202301,654551457,Isabela Brito,45,27,IA,0,Empregado,5549.971192749702,2172.290455176517,1,0,3,22024.795771016936,"IMOBILIARIO, CARTAO",72,0
202304,571725263,Maria Eduarda Alves,60,43,IP,1,Empregado,26415.497143193512,7976.289243466008,1,0,2,26257.471802490305,"CARTAO, IMOBILIARIO, VEICULO",18,1
202304,153879296,Bruno Teixeira,54,36,IA,0,Empregado,4951.272513198941,868.5712329907583,0,0,3,11847.355915391172,IMOBILIARIO,27,1
202301,273111886,Srta. Hellena Rodrigues,59,41,IU,0,Desempregado,0.0,329.929895153169,0,0,3,31934.42144630225,"IMOBILIARIO, CARTAO",83,0
202306,651377933,Sr. Henry Gabriel Dias,30,12,IA,0,Autônomo,14226.734138346976,4737.113147808604,0,0,1,43368.871400884535,CARTAO,59,0
202301,611814289,João da Mata,18,0,IU,0,Empregado,19789.75176027562,6664.250770665054,0,0,3,20582.99224807247,"CARTAO, VEICULO",84,0
202305,217673566,Dr. Ian Martins,55,37,IA,0,Empregado,8373.494008412981,2975.2606724383,1,1,1,10188.105694440192,"VEICULO, CARTAO",89,0
202301,140237920,Pedro Henrique Novais,44,26,IU,1,Desempregado,0.0,784.4387263267912,0,0,1,24526.809299886263,"CARTAO, VEICULO",83,0
202306,794217368,Juan Cunha,21,3,IU,0,Empregado,14998.906864552966,2598.184916049633,0,0,4,34955.68971937592,"IMOBILIARIO, CARTAO, VEICULO",115,0
202301,725994471,Clarice Martins,28,10,IU,0,Empregado,18960.370145724653,2810.175777953273,0,0,4,44017.16998967115,CARTAO,109,0
202302,709664993,Ayla Cassiano,23,5,IA,0,Empregado,4735.983705463988,549.0159290311973,0,1,2,36836.07796581672,"CARTAO, IMOBILIARIO",60,0
202305,517727993,Rhavi Teixeira,54,36,IP,0,Empregado,21148.699853788377,5640.1910270688,0,1,2,38502.47740712121,"CARTAO, VEICULO, IMOBILIARIO",80,1
202302,841598334,Rael Brito,25,7,IA,0,Desempregado,0.0,628.2806331941133,0,0,4,24759.146134442803,IMOBILIARIO,43,0
202304,360610815,Gabriela Moreira,31,13,IU,1,Desempregado,,865.73062040217,0,0,5,13806.312942685743,"IMOBILIARIO, VEICULO",75,0
202303,351653485,Nicolas Mendes,29,11,IA,1,Empregado,6381.643151536173,2392.476994636476,0,0,3,44834.330360203545,CARTAO,87,0
202306,132162107,Maria Gomes,35,17,IP,0,Empregado,22146.01866856215,3821.658062009678,0,1,2,22344.8026174043,"VEICULO, CARTAO, IMOBILIARIO",119,0
202303,300651104,Vicente Nogueira,24,6,IU,0,Autônomo,5176.207368444646,6178.492817928091,1,0,4,42386.57065016181,"IMOBILIARIO, CARTAO",9,1
202301,935961171,Daniel Pastor,20,2,IA,0,Empregado,2648.529745165916,395.9937324761879,0,0,4,4816.009976391501,"CARTAO, VEICULO",52,0
202303,108643561,Helena Lima,37,19,IP,0,Empregado,24578.59387311,3228.486094991486,1,0,3,15973.894330292083,CARTAO,99,0
202305,518547762,Benicio Brito,29,11,IP,0,Empregado,25688.398108030404,3582.0345928505694,0,0,5,37722.7952839475,"CARTAO, VEICULO, IMOBILIARIO",2,1
202306,552314206,Gabriela Jesus,38,20,IA,0,Empregado,6062.054022673594,865.234770402657,1,0,2,35752.79572273397,CARTAO,42,0
202304,885941837,Srta. Sophie Nascimento,24,6,IA,0,Empregado,5220.552878098822,1470.0808932534444,0,1,3,7898.961645233575,CARTAO,36,0
202303,527521016,Anthony Andrade,29,11,IU,0,Desempregado,0.0,376.7028732504959,1,0,1,43620.69221577036,CARTAO,26,0
202306,842113962,Lorenzo Nunes,26,8,IP,0,Empregado,20900.148676846795,5434.271939653422,0,0,5,36362.00476308769,CARTAO,101,0
202303,540007582,Raquel Aragão,30,12,IU,1,Desempregado,0.0,626.4962612472189,0,0,2,21659.60871928962,CARTAO,89,0
202305,198179920,André Borges,65,47,IP,0,Empregado,20135.347322547357,4593.152216258441,0,0,5,48267.96042688243,"VEICULO, CARTAO, IMOBILIARIO",114,1
202301,545834615,Kamilly Azevedo,63,45,IA,0,Empregado,7953.963719330395,876.2169782053439,0,1,2,36759.37849638656,"CARTAO, VEICULO, IMOBILIARIO",12,1
202303,920625351,Isadora Peixoto,25,7,IP,0,Empregado,22504.48286857955,2585.6623250612342,1,0,4,2319.689260790067,"CARTAO, IMOBILIARIO",56,1
202306,777182184,João Pedro Barbosa,20,2,IU,0,Empregado,10540.41412351798,3273.52356364057,0,0,1,42905.68841407293,"CARTAO, IMOBILIARIO, VEICULO",81,1
202305,356135680,Vitória Jesus,36,18,IU,0,Empregado,13599.648672775354,1501.5289627750765,0,1,1,49010.31468350092,IMOBILIARIO,82,1
202306,350329827,Matteo Nascimento,31,13,IP,0,Desempregado,0.0,732.5766506020552,0,0,1,27393.564643801903,"IMOBILIARIO, CARTAO, VEICULO",108,0
202304,685962904,Calebe Macedo,52,34,IA,0,Empregado,5879.70117287866,1397.5570659597856,1,1,3,49041.32110465442,"IMOBILIARIO, VEICULO, CARTAO",89,0
202305,660516377,Ayla Martins,58,40,IU,0,Empregado,18531.65414330911,5299.50362253871,0,1,5,21142.19416427543,"VEICULO, CARTAO, IMOBILIARIO",49,1
202306,575006056,Ayla da Rosa,25,7,IP,0,Empregado,20821.25446046932,3384.7201609454314,0,0,1,33716.599775571725,"VEICULO, IMOBILIARIO, CARTAO",116,0
202303,958791185,Thomas Aparecida,44,26,IP,0,Desempregado,,870.9332495277117,0,0,1,26991.42300238604,"VEICULO, CARTAO",42,0
202304,281592156,Maria Vitória da Cunha,68,51,IA,0,Empregado,9634.03589979548,2799.061102925896,0,0,4,13244.664512925348,VEICULO,42,0
202305,936242304,Olivia Marques,29,11,IU,0,Empregado,15697.932834471105,2143.8855926930096,0,1,1,5626.652682878666,"IMOBILIARIO, VEICULO, CARTAO",52,1
202304,537020273,Dra. Laís Costela,31,13,IP,0,Autônomo,,6838.866059661349,0,1,3,6736.297414950059,"IMOBILIARIO, CARTAO",110,1
202301,254482410,Luna Silva,68,50,IP,0,Empregado,24864.658622208568,4158.352472498852,0,0,5,18632.856120054334,"VEICULO, CARTAO",66,0
202302,175816523,Helena Rodrigues,55,37,IA,0,Empregado,3169.5268653616367,1107.8949512351023,0,0,5,9650.48695861632,"IMOBILIARIO, CARTAO",83,0
202301,786459583,João Miguel Aparecida,70,52,IA,0,Empregado,,,1,0,4,19601.89270936953,"CARTAO, VEICULO, IMOBILIARIO",39,1
202303,883199159,Luiz Fernando Martins,27,9,IA,0,Autônomo,26878.066848408103,321.55832607674625,0,0,1,39442.107081782015,"VEICULO, CARTAO, IMOBILIARIO",71,0
202301,817831634,Aurora Leão,24,6,IP,0,Empregado,25399.912128586097,9123.987508772145,0,1,3,7131.887306122638,IMOBILIARIO,96,1
202301,440740456,Felipe da Luz,32,14,IP,0,Empregado,29936.402938957857,7949.444403352886,0,0,5,4336.216649644242,"VEICULO, CARTAO",18,1
202305,803525067,Dra. Bianca Lopes,25,7,IU,0,Desempregado,0.0,702.9678350212602,0,1,5,15499.33085161654,CARTAO,104,0
202301,336326489,Sr. Matteo Martins,65,47,IP,0,Empregado,27193.95251866679,9585.1863145129,0,0,2,33065.561544684926,"IMOBILIARIO, CARTAO",50,1
202306,294089279,Lara Garcia,42,24,IP,0,Empregado,30140.081109609902,9355.323565129738,0,0,3,12054.76352627018,VEICULO,108,0
202306,341832608,Stephany Oliveira,31,13,IU,0,Desempregado,,441.1847695261128,0,0,3,10921.932255048165,CARTAO,52,0
202306,493677001,Carolina Aragão,19,1,IA,0,Empregado,6140.583333580549,1009.527861756839,0,0,4,10529.436768623986,CARTAO,52,0
202306,751760874,Ana Beatriz Gomes,25,7,IU,0,Empregado,10778.692243580455,1630.877789827271,1,0,4,27417.28264812114,"IMOBILIARIO, CARTAO",73,0
202301,374026399,Fernanda da Rosa,67,49,IA,0,Empregado,3154.766765333411,958.8930726177874,0,0,4,22661.83017827058,"IMOBILIARIO, CARTAO, VEICULO",89,0
202303,940224182,Arthur Miguel Cirino,28,10,IP,1,Empregado,24969.5331895956,5041.461986154936,0,1,5,6225.0047314426765,IMOBILIARIO,85,0
202304,297957316,Lavínia Macedo,41,23,IP,0,Empregado,25453.29918116916,3104.622506936937,1,0,5,34611.43419200787,VEICULO,27,0
